N,P,K,temperature,humidity,ph,rainfall,label
13,129,197,27,83,6.437596345,66,grapes
19,142,199,39,84,6.061628515,74,grapes
22,127,203,39,83,6.371824355,65,grapes
38,130,204,36,80,6.474304283,66,grapes
29,123,197,25,82,5.609608908,73,grapes
22,141,201,33,80,6.288655844,73,grapes
23,128,196,12,84,5.523717817,72,grapes
9,145,197,35,83,5.891119761,68,grapes
36,139,200,32,80,5.869980714,68,grapes
35,134,205,18,80,5.928415075,67,grapes
28,139,203,36,82,5.908692412,69,grapes
19,121,198,16,81,6.212241018,74,grapes
29,137,198,12,80,5.611053207,67,grapes
36,135,204,23,84,6.15263909,73,grapes
39,138,195,34,82,5.688172708,70,grapes
26,135,201,35,85,5.795841887,70,grapes
29,126,198,20,85,6.357136261,74,grapes
28,137,197,30,84,5.544213471,74,grapes
29,123,195,27,83,5.50115305,73,grapes
36,143,196,9,80,5.94100745,73,grapes
37,140,202,34,85,6.189985321,70,grapes
23,135,204,38,81,5.738293304,66,grapes
27,144,202,10,80,5.58069686,69,grapes
12,134,200,37,84,6.157452018,70,grapes
19,140,200,14,83,6.136363387,71,grapes
30,131,200,23,82,5.744628425,73,grapes
14,124,203,21,83,5.544067847,68,grapes
31,143,195,15,80,6.014494892,68,grapes
23,123,204,21,85,6.268814354,70,grapes
6,120,196,32,80,6.142449841,73,grapes
22,132,198,12,83,6.382847377,73,grapes
24,137,202,22,80,5.703709376,73,grapes
31,120,195,15,85,6.029626955,68,grapes
5,121,195,14,83,6.148730454,74,grapes
29,143,196,15,82,5.54854178,70,grapes
30,141,199,8,83,5.893468281,67,grapes
30,121,199,20,81,6.15287686,67,grapes
30,129,204,33,81,5.830379141,66,grapes
25,123,200,13,85,5.673116393,70,grapes
30,127,198,27,84,5.973941029,69,grapes
16,142,201,33,80,5.973072911,69,grapes
13,125,200,25,85,6.259830109,75,grapes
22,138,196,41,81,6.303017776,66,grapes
5,126,202,12,85,5.818634187,69,grapes
35,124,197,30,84,6.154144643,70,grapes
21,143,200,39,85,6.225092595,71,grapes
18,144,197,26,85,5.747676857,67,grapes
9,132,198,26,84,5.516059019,71,grapes
22,124,199,20,82,6.16079098,74,grapes
22,138,197,9,84,5.979919127,66,grapes
34,131,204,41,85,5.862777685,68,grapes
8,132,196,12,84,5.840001256,65,grapes
11,125,204,19,85,5.963726588,71,grapes
15,144,201,9,84,6.234037284,73,grapes
19,125,200,14,81,6.387945086,73,grapes
21,141,205,17,82,5.575935953,73,grapes
21,130,199,16,85,5.827243301,69,grapes
35,144,199,40,84,6.358945292,72,grapes
6,139,205,33,82,5.813079248,66,grapes
39,142,199,30,84,5.948826664,66,grapes
15,137,203,20,80,6.119858565,73,grapes
40,126,196,21,83,5.592561215,65,grapes
6,131,202,13,85,5.887727128,72,grapes
25,126,198,26,82,5.795990702,70,grapes
37,137,198,32,80,6.382761826,65,grapes
40,129,197,17,83,5.624456249,75,grapes
40,142,195,14,82,6.446518006,68,grapes
19,138,200,8,85,5.600115559,65,grapes
37,139,200,14,84,5.988253973,69,grapes
28,139,202,29,83,5.532442665,75,grapes
17,136,202,34,82,5.823007688,67,grapes
25,139,199,35,82,5.532146185,69,grapes
33,138,200,31,80,6.450817276,72,grapes
8,133,195,23,85,6.013289022,71,grapes
34,139,195,42,81,6.099726225,67,grapes
18,123,204,11,83,5.918029917,70,grapes
26,145,195,39,80,5.784831028,66,grapes
23,121,201,39,85,6.069427536,68,grapes
16,144,200,34,81,6.069178089,74,grapes
7,126,204,42,81,6.467322715,72,grapes
8,134,201,36,80,6.136675036,67,grapes
22,133,199,23,80,6.285637241,69,grapes
18,134,203,31,82,5.691123905,75,grapes
34,144,200,11,81,6.415397563,67,grapes
24,139,201,15,83,6.323627047,69,grapes
14,122,197,29,82,6.11853019,72,grapes
8,128,196,24,83,5.624821159,70,grapes
16,145,203,38,80,6.022190323,65,grapes
17,125,203,11,85,6.41631368,71,grapes
9,122,200,10,80,6.087252456,66,grapes
8,129,205,31,84,5.556468544,74,grapes
8,141,201,35,84,6.443096986,71,grapes
30,142,202,29,82,5.924063454,70,grapes
25,129,205,18,81,6.246418082,72,grapes
38,121,201,32,83,5.631612057,67,grapes
29,121,205,40,81,5.836054171,65,grapes
19,125,195,8,83,5.862886889,68,grapes
35,125,202,22,84,5.502029929,74,grapes
18,143,203,33,85,5.566731772,72,grapes
25,120,196,18,84,6.003883692,74,grapes
12,129,195,39,81,5.623316923,68,grapes
33,120,200,29,83,5.741453547,73,grapes
15,138,204,8,82,5.723563248,67,grapes
22,131,205,30,82,5.680966296,71,grapes
23,141,199,32,85,5.71233968,70,grapes
11,121,195,15,82,5.987056574,75,grapes
9,120,197,31,81,6.42013332,67,grapes
36,140,203,20,82,5.730746679,65,grapes
19,130,198,25,80,6.34327342,68,grapes
21,145,198,19,84,6.268110082,74,grapes
18,129,205,40,80,6.033884668,71,grapes
36,145,195,24,80,6.087866366,66,grapes
35,134,202,37,84,6.368375364,70,grapes
13,125,196,27,85,5.5345181,74,grapes
17,136,204,32,83,5.529362326,69,grapes
24,141,204,12,81,5.504196872,74,grapes
13,128,196,13,83,5.555276728,72,grapes
36,143,198,41,85,6.237969843,74,grapes
11,131,204,29,82,6.20421252,74,grapes
7,124,197,10,82,5.848251707,67,grapes
7,126,200,35,84,6.329916762,68,grapes
25,130,197,20,84,5.844463294,71,grapes
38,131,200,29,84,6.173768674,71,grapes
27,139,202,31,85,5.843830557,70,grapes
22,137,199,14,81,6.386101358,71,grapes
30,124,203,41,82,5.689626978,75,grapes
29,134,205,10,84,6.125755746,72,grapes
28,120,204,15,80,6.239135923,72,grapes
34,121,202,16,83,6.164338432,73,grapes
10,132,205,22,83,6.473958827,65,grapes
28,141,204,34,85,5.759636568,69,grapes
20,120,203,11,84,6.346024885,75,grapes
17,123,204,23,81,6.091089562,67,grapes
29,125,203,17,83,5.963656809,72,grapes
40,143,202,12,83,6.200180397,72,grapes
17,126,205,22,82,6.151540692,67,grapes
23,125,205,11,81,6.013607594,69,grapes
34,125,203,17,83,5.647729364,74,grapes
33,132,201,41,84,6.284462796,70,grapes
39,141,202,34,80,6.457754896,67,grapes
22,133,199,9,84,6.363485565,73,grapes
14,132,197,15,83,6.398743612,74,grapes
18,136,199,34,83,6.424639139,65,grapes
15,121,205,10,85,5.557943398,72,grapes
38,137,197,32,83,6.323300098,73,grapes
25,129,203,40,80,6.398293052,73,grapes
22,141,195,11,84,6.431067366,66,grapes
5,145,198,42,83,5.807124847,68,grapes
33,141,198,20,82,5.83445396,74,grapes
10,135,202,17,84,5.923003358,74,grapes
11,144,204,9,84,5.794366672,69,grapes
20,135,196,9,83,6.270455763,65,grapes
39,130,203,22,84,5.822974284,66,grapes
24,145,200,14,85,6.356546867,70,grapes
19,132,202,36,85,5.558797783,74,grapes
14,141,196,33,80,5.900018227,72,grapes
34,140,204,25,83,6.206998192,73,grapes
36,144,195,35,80,6.322875324,71,grapes
35,143,198,24,85,6.0014392,66,grapes
10,132,196,34,81,5.576463083,72,grapes
34,124,200,23,83,6.211177387,67,grapes
34,130,197,13,85,6.087032399,70,grapes
9,136,205,9,83,5.821326045,75,grapes
33,137,199,13,83,5.598936302,72,grapes
34,123,201,13,84,5.893975312,73,grapes
26,124,202,41,82,6.483405604,73,grapes
37,144,198,30,81,5.859281204,66,grapes
39,123,199,40,84,5.717603092,70,grapes
16,132,204,16,83,5.771979404,72,grapes
25,122,200,24,81,6.33820671,75,grapes
9,127,196,42,80,5.866501012,65,grapes
15,133,199,36,80,5.67083727,66,grapes
29,135,204,14,85,5.813896403,75,grapes
24,127,199,12,83,5.8114875,71,grapes
15,120,205,28,85,5.895661432,65,grapes
37,142,197,29,81,6.204784912,70,grapes
16,132,200,24,84,5.949731698,75,grapes
37,128,203,24,85,6.364344066,75,grapes
21,130,203,29,84,6.19549767,70,grapes
31,132,196,14,83,6.047914123,72,grapes
26,140,198,31,83,6.082501732,72,grapes
20,135,200,28,85,5.66347415,70,grapes
19,130,201,36,80,5.731672286,74,grapes
29,145,196,38,83,6.014360692,70,grapes
39,133,198,24,85,6.350437279,67,grapes
6,130,200,25,85,5.7658902,70,grapes
37,124,204,35,85,6.315993214,65,grapes
11,133,199,39,81,6.469893751,70,grapes
16,128,195,20,82,5.847304591,74,grapes
18,120,204,24,83,5.638442632,73,grapes
10,127,195,33,80,6.195767464,69,grapes
26,122,197,25,80,6.054936328,69,grapes
27,126,196,34,83,6.471012882,73,grapes
15,126,205,40,83,5.984492749,69,grapes
33,142,198,23,80,6.117683704,75,grapes
38,127,205,15,84,6.234941411,65,grapes
29,120,200,32,84,5.616561324,75,grapes
30,128,201,18,84,5.675571008,72,grapes
21,134,203,8,84,6.045524147,71,grapes
38,136,201,41,83,5.683849443,71,grapes
5,120,199,19,80,5.735900737,71,grapes
16,121,204,39,80,5.730387182,71,grapes
9,141,205,37,80,5.625521094,65,grapes
7,135,196,32,85,6.315854873,68,grapes
26,128,195,35,80,5.543876775,74,grapes
19,122,202,21,83,5.675466111,69,grapes
21,129,198,12,83,6.046891,73,grapes
24,143,201,34,81,5.949670476,68,grapes
30,130,200,13,84,5.602221247,68,grapes
15,120,196,24,83,5.868565632,70,grapes
32,128,198,25,81,6.066324293,71,grapes
20,138,205,13,85,5.581683483,69,grapes
27,143,195,35,80,5.912572674,68,grapes
7,140,200,41,81,5.514227239,73,grapes
35,136,202,14,84,6.160419974,66,grapes
25,138,198,23,85,5.506008681,65,grapes
37,130,200,33,85,6.41038897,75,grapes
9,136,198,28,80,5.647992639,72,grapes
28,141,195,23,85,5.631248949,75,grapes
31,138,203,14,82,6.281869915,75,grapes
19,124,202,32,81,5.926770301,71,grapes
18,137,198,28,82,5.918635084,69,grapes
28,143,202,11,82,5.715033331,73,grapes
12,123,200,13,85,6.114916242,65,grapes
23,136,204,42,85,5.72909961,75,grapes
24,126,196,30,83,6.484388452,66,grapes
25,126,197,41,84,6.363917329,70,grapes
24,145,200,42,80,6.275035959,67,grapes
5,120,197,13,83,5.755991983,71,grapes
7,131,202,12,85,6.476951971,66,grapes
22,125,205,21,81,5.753463296,65,grapes
5,128,198,16,80,6.415364183,72,grapes
23,132,202,12,80,5.8208986,74,grapes
16,143,199,40,85,5.522599931,68,grapes
13,128,201,10,81,5.951091186,69,grapes
39,145,200,26,85,5.735461187,65,grapes
29,130,202,37,81,6.178465775,69,grapes
36,141,203,9,80,6.146457632,71,grapes
31,139,198,26,84,6.395670778,73,grapes
26,124,205,24,80,5.862798417,70,grapes
14,132,201,22,85,5.702585256,75,grapes
15,121,197,41,85,6.201575349,69,grapes
37,145,200,36,82,6.349111524,67,grapes
8,131,200,16,85,6.351362007,70,grapes
29,130,199,41,82,5.562248794,66,grapes
30,125,204,34,80,5.647679724,68,grapes
19,143,202,27,82,5.993065263,73,grapes
36,141,201,38,82,6.476004048,70,grapes
36,138,196,26,83,6.277554673,67,grapes
31,135,205,23,81,5.635180531,70,grapes
13,135,196,20,82,5.605173102,70,grapes
25,138,196,31,82,5.501030734,75,grapes
35,130,205,26,84,5.758473606,69,grapes
23,144,205,42,82,6.414885369,74,grapes
6,140,203,13,84,5.816845365,74,grapes
19,122,201,34,83,5.541618668,67,grapes
28,138,201,12,82,6.070642544,65,grapes
8,144,204,24,80,5.963210334,71,grapes
8,130,200,24,85,5.763536231,74,grapes
8,143,200,29,85,6.058524496,68,grapes
11,125,196,20,83,5.983292803,69,grapes
26,140,199,22,84,6.383525141,73,grapes
6,141,197,17,82,6.075133209,73,grapes
14,131,197,29,83,6.233054957,71,grapes
15,145,199,40,82,5.668925125,70,grapes
17,125,200,12,85,6.260075156,71,grapes
25,133,197,24,83,5.891040793,72,grapes
25,122,197,26,83,6.375400511,72,grapes
26,134,204,24,82,5.566242949,68,grapes
15,126,201,26,82,5.93476118,70,grapes
5,125,204,19,80,5.622114245,68,grapes
26,136,200,17,82,5.824874967,72,grapes
20,122,205,26,82,6.003910116,68,grapes
25,137,202,19,80,6.124587008,73,grapes
32,120,195,15,84,5.841799492,68,grapes
24,128,198,31,84,6.389109299,65,grapes
24,120,196,22,85,6.450678332,72,grapes
26,142,199,29,81,6.439085839,68,grapes
29,135,204,39,80,5.838516536,75,grapes
38,143,202,11,85,6.457006519,69,grapes
8,128,200,41,83,6.405895376,70,grapes
13,135,198,35,80,5.675949698,75,grapes
20,128,205,16,84,6.483278656,74,grapes
27,139,201,30,82,6.490807726,68,grapes
40,139,196,19,80,5.655359889,69,grapes
12,126,198,26,82,5.533714506,68,grapes
10,129,203,17,83,6.263180234,68,grapes
36,127,204,16,81,6.110240103,66,grapes
19,141,196,26,84,5.967603671,69,grapes
22,133,205,8,84,5.522688265,70,grapes
33,125,195,26,84,6.400932953,74,grapes
15,129,195,22,82,5.971494176,74,grapes
16,129,201,35,85,5.69783378,68,grapes
13,127,198,25,84,5.639233601,75,grapes
18,132,203,18,81,6.090946311,74,grapes
16,130,198,32,84,6.337126007,67,grapes
9,124,201,30,84,5.576146119,65,grapes
24,128,198,16,83,5.647134966,70,grapes
28,129,201,36,85,6.097642364,70,grapes
28,129,202,26,81,5.998876107,69,grapes
39,124,200,40,82,5.64892599,73,grapes
31,124,205,21,81,5.945533489,65,grapes
22,139,196,36,80,5.994172844,66,grapes
16,126,204,25,82,5.646216054,69,grapes
14,137,205,11,82,5.570416329,67,grapes
19,140,201,17,84,6.217977026,67,grapes
22,137,195,23,82,6.082159339,74,grapes
25,144,202,31,83,6.477787835,72,grapes
37,128,198,25,82,5.675272125,67,grapes
13,139,198,39,84,5.627335985,68,grapes
34,128,203,28,82,5.665374936,69,grapes
16,131,197,30,84,5.93416769,68,grapes
36,135,198,38,84,6.371508311,65,grapes
16,143,195,34,84,6.126224659,74,grapes
29,133,196,25,80,6.28122658,71,grapes
31,126,203,41,85,5.603301147,68,grapes
39,130,196,26,83,6.320579406,66,grapes
25,126,199,29,84,6.47244464,66,grapes
20,128,195,28,84,6.341865952,65,grapes
36,143,196,26,84,6.392038314,72,grapes
8,129,197,15,82,6.380725948,72,grapes
38,142,203,26,85,5.923254024,74,grapes
29,120,197,26,82,5.990340378,71,grapes
31,121,205,26,84,5.968564754,74,grapes
31,143,203,19,84,5.55426123,66,grapes
8,124,201,41,83,6.238709098,75,grapes
10,121,205,17,82,5.583072354,71,grapes
5,124,202,39,84,5.897478085,70,grapes
30,139,200,27,84,5.660073558,72,grapes
26,129,205,37,83,6.407955772,67,grapes
34,138,195,35,85,6.482847638,70,grapes
5,133,205,39,85,6.197417176,75,grapes
20,124,195,24,83,6.31082123,75,grapes
38,125,198,40,84,6.207400483,66,grapes
14,121,200,23,85,5.603191308,74,grapes
20,143,198,37,83,5.648466422,69,grapes
26,126,197,25,83,6.071413515,66,grapes
26,128,197,34,80,5.537487731,69,grapes
26,141,197,38,83,5.976050222,75,grapes
11,139,203,34,81,6.303878589,68,grapes
7,120,195,30,82,6.079234894,74,grapes
27,145,202,11,80,6.397815607,73,grapes
34,122,205,10,83,5.750828793,65,grapes
33,145,198,42,81,5.817313771,72,grapes
12,136,204,12,83,6.465926489,72,grapes
38,131,195,10,80,6.412908282,74,grapes
24,143,195,39,84,5.882649835,68,grapes
31,133,199,38,83,5.53138295,70,grapes
10,122,202,37,83,5.825403938,69,grapes
24,129,198,30,83,6.062033816,73,grapes
5,133,199,39,82,5.593897286,75,grapes
21,120,200,13,80,6.060324963,69,grapes
18,120,202,13,84,5.560394841,74,grapes
11,124,196,15,84,6.324877028,66,grapes
25,138,198,24,84,6.235211637,71,grapes
28,145,199,29,81,5.547658736,73,grapes
40,128,197,21,84,6.419659474,74,grapes
16,123,201,14,83,6.114456774,69,grapes
17,132,199,24,85,6.336804947,71,grapes
21,125,204,24,82,5.984670703,67,grapes
29,122,204,29,82,5.809810897,72,grapes
26,121,202,32,80,5.9157783,74,grapes
29,141,198,29,81,6.263176154,65,grapes
28,134,195,37,82,5.812199313,67,grapes
13,143,205,18,82,6.050331727,68,grapes
37,134,198,13,80,5.503363917,69,grapes
37,136,198,25,80,6.131374231,67,grapes
40,134,198,24,80,6.26322201,73,grapes
17,144,205,15,84,6.428253494,65,grapes
19,133,201,40,84,6.205624584,65,grapes
37,145,195,10,80,6.013316582,71,grapes
23,139,203,12,85,5.580639799,75,grapes
14,120,197,21,81,5.696040378,71,grapes
21,138,205,35,84,5.937613873,73,grapes
28,135,205,11,84,6.033356807,71,grapes
8,129,198,36,83,5.607435609,71,grapes
39,128,195,9,84,6.165765877,74,grapes
19,142,195,9,82,6.098492814,71,grapes
32,127,198,15,84,5.750303129,75,grapes
32,124,200,36,80,6.302819186,66,grapes
18,138,197,15,81,6.305174904,65,grapes
35,128,201,19,82,5.598015413,70,grapes
34,128,195,11,82,6.454123016,70,grapes
30,123,203,25,81,6.258914707,68,grapes
23,124,196,22,84,5.912039568,65,grapes
18,140,197,13,83,6.495693046,72,grapes
34,134,200,15,83,6.067414233,68,grapes
16,120,205,29,80,6.227142908,72,grapes
35,141,197,34,84,6.078674437,70,grapes
37,144,200,12,81,6.207458084,72,grapes
10,127,197,37,85,5.873153255,65,grapes
32,129,200,22,82,6.1299184,75,grapes
34,139,203,21,81,6.003574044,72,grapes
17,120,200,18,84,5.524068793,65,grapes
24,127,195,34,80,6.023772534,69,grapes
24,128,198,30,82,6.232959925,68,grapes
8,140,200,25,81,5.775593806,72,grapes
8,122,204,12,80,6.138619131,69,grapes
20,126,201,19,80,6.228551395,71,grapes
27,129,195,13,83,5.769356093,65,grapes
15,138,202,36,81,5.944426798,75,grapes
38,136,196,31,84,6.053089645,74,grapes
21,120,205,23,81,6.26128489,73,grapes
26,127,199,34,83,6.101515308,66,grapes
27,121,199,32,85,5.944195355,72,grapes
22,122,202,22,82,5.621660244,65,grapes
25,138,203,34,81,6.448969814,70,grapes
10,128,196,30,84,6.304054072,66,grapes
18,135,199,40,81,5.731289563,73,grapes
20,140,201,15,84,5.820202002,74,grapes
17,142,202,23,85,5.601119644,65,grapes
23,126,204,36,85,6.325763389,69,grapes
33,126,196,18,85,5.772632672,69,grapes
30,132,198,36,80,5.593555329,65,grapes
39,137,202,20,81,5.659341994,65,grapes
24,126,197,13,85,5.722519851,67,grapes
23,120,199,15,85,5.720571461,65,grapes
15,129,203,23,85,5.562593312,69,grapes
21,143,202,11,83,5.965049778,66,grapes
31,126,201,35,81,5.707088114,67,grapes
12,134,204,16,85,5.694069504,70,grapes
6,143,205,34,83,5.666090333,71,grapes
9,135,199,32,81,6.292684901,66,grapes
40,138,204,24,80,6.421929353,75,grapes
18,145,200,13,81,6.205272116,66,grapes
31,137,202,34,80,5.541000052,66,grapes
28,140,199,42,83,6.076690787,66,grapes
35,139,200,11,84,5.606181829,74,grapes
31,130,196,31,82,5.586725202,72,grapes
25,140,204,23,85,6.010106971,75,grapes
17,141,202,25,81,5.998629108,72,grapes
14,134,201,41,84,6.194757767,74,grapes
16,128,200,10,81,6.083601607,73,grapes
27,133,205,26,83,5.601707275,75,grapes
17,126,195,28,84,5.708952311,70,grapes
24,142,199,19,80,6.028359892,72,grapes
34,122,198,41,85,5.942742156,68,grapes
9,139,198,15,85,5.886481006,67,grapes
7,141,205,27,85,5.691408432,74,grapes
23,136,197,36,84,6.494552405,69,grapes
23,123,202,33,84,5.672851169,73,grapes
22,130,203,32,85,5.636881402,67,grapes
21,142,195,37,80,6.001670629,67,grapes
8,137,199,31,80,5.534328413,72,grapes
8,140,203,42,84,5.773965213,70,grapes
11,132,205,34,80,6.215503931,69,grapes
11,121,197,11,80,6.172516943,70,grapes
34,139,197,11,83,6.014238822,68,grapes
33,141,202,20,84,6.290090032,72,grapes
19,144,196,37,84,5.656350809,67,grapes
30,131,198,10,81,5.657143291,67,grapes
17,127,196,28,80,6.42803064,69,grapes
9,142,201,30,82,5.648701012,74,grapes
17,126,195,38,84,6.384914017,73,grapes
40,144,195,19,85,6.267021944,68,grapes
7,136,198,16,81,6.29221512,65,grapes
40,136,201,11,84,5.933349527,74,grapes
27,140,195,14,85,5.662916796,71,grapes
36,142,196,14,83,5.697376525,68,grapes
40,125,203,30,81,5.9905681,72,grapes
38,128,200,29,85,6.280257854,68,grapes
30,141,200,13,85,5.681564455,65,grapes
40,125,205,21,84,5.907603677,65,grapes
14,144,202,24,85,6.253520827,67,grapes
12,143,199,28,83,5.9566151,67,grapes
34,134,200,22,82,6.20426171,75,grapes
21,137,197,27,80,5.846248192,67,grapes
5,134,195,42,82,5.930494675,75,grapes
26,141,201,9,85,6.443190055,71,grapes
13,135,199,26,80,6.012288027,74,grapes
29,145,200,30,80,5.929267609,68,grapes
21,135,198,10,81,6.291462003,75,grapes
37,135,203,24,84,6.055364866,73,grapes
27,134,203,33,85,6.037478645,67,grapes
24,132,204,26,82,5.694248722,75,grapes
36,124,201,18,85,5.652090487,73,grapes
33,132,204,27,81,6.323017476,65,grapes
10,130,200,26,82,5.700342354,74,grapes
14,139,205,31,83,5.731318321,67,grapes
14,120,196,33,83,6.195934704,66,grapes
25,135,205,39,81,6.201600126,66,grapes
38,137,197,20,80,5.641134566,65,grapes
28,6,41,22,88,5.582171744,115,pomegrante
30,15,37,19,91,5.938760504,116,pomegrante
26,6,40,24,88,6.586146894,108,pomegrante
10,11,43,23,88,5.63348315,103,pomegrante
